gene_ID,DRR016125,DRR016126,DRR016127,DRR016128,DRR016129,DRR016130,DRR016131,DRR016132,DRR016133,DRR016134,DRR016135,DRR016136,DRR016137,DRR016138,DRR016139,DRR016140
AT2G07776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07783,1,2,0,1,1,0,5,2,3,2,7,2,0,1,0,2
AT2G07784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AT2G07799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07808,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AT2G07809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07811,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
AT2G07812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AT2G07880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09795,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT2G09800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09990,12,3,8,12,14,11,16,15,35,7,8,26,25,10,17,17
AT2G09992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10410,23,3,7,9,35,12,18,15,38,4,10,38,22,5,7,16
AT2G10420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10931,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
AT2G10940,221,49,32,305,368,120,63,392,469,96,154,408,426,78,62,205
AT2G10950,4,11,1,2,4,6,1,2,2,3,7,7,5,2,1,1
AT2G10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11000,1,1,0,1,3,1,0,1,4,0,2,1,3,0,0,1
AT2G11005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11140,0,0,0,0,1,0,0,0,3,0,0,5,1,0,1,0
AT2G11150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AT2G11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11240,41,27,7,24,29,62,9,7,28,27,5,10,32,17,5,10
AT2G11270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AT2G11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AT2G11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11520,4,11,0,8,2,8,1,2,6,5,0,12,1,1,2,1
AT2G11522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11810,0,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0
AT2G11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11880,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0
AT2G11890,3,2,10,7,17,5,2,20,8,7,5,14,7,1,2,10
AT2G11891,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AT2G11910,18,5,3,31,16,16,6,16,24,15,13,33,24,13,11,30
AT2G11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12170,0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0
AT2G12190,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
AT2G12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12400,6,2,1,7,4,2,3,4,1,0,0,6,1,4,0,1
